Cust ID,MOB,MaxBalanceAmt,CntPurchActMth,TotFinCharge,PctOnlineTrans,PctPromoSale,PayToBalRatio,PctOfflinePymt,CntActiveCards
C#62375087472544,163,153.1,3,17.37,0.453656,0.073703,0.073703,0.008015,2
C#44430638085401,187,339.09,2,7.7,0.091071,0.338497,0.338497,0.210208,2
C#27085147864105,159,272.34,3,13.08,0.186975,0.772941,0.772941,0.084894,3
C#57025091589800,90,87.73,1,0.68,0.712566,0.117637,0.117637,0.015037,2
C#47138621618612,113,203.89,3,8.36,0.574927,0.153075,0.153075,0.011062,3
C#60784065492730,137,277.21,3,20.88,0.574156,0.090168,0.090168,0.012683,2
C#27440705544348,82,27.45,5,17.24,0.552638,0.241011,0.241011,0.014056,2
C#80168275704446,129,165.05,2,16.56,0.428632,0.1646,0.1646,0.013456,2
C#18526645368398,89,220.4,4,64.41,0.386748,0.203451,0.203451,0.019414,8
C#68916861848872,110,164.15,4,10.44,0.665838,0.17601,0.17601,0.017039,3
C#99161279777293,164,262.15,3,20.64,0.116167,0.326471,0.326471,0.289374,3
C#35363655201861,208,932.33,6,443.99,0.271095,0.166189,0.166189,0.106851,8
C#43578066276153,106,240.46,2,10.02,0.427647,0.170791,0.170791,0.010849,2
C#76571531063541,65,146.7,1,1.27,0.451771,0.130799,0.130799,0.010279,2
C#8241640729661,179,220.88,3,5.37,0.602995,0.20471,0.20471,0.015326,2
C#38415454069093,247,322.77,4,20.35,0.185202,0.215685,0.215685,0.401802,3
C#7336703332536,169,94.48,2,21.68,0.098781,0.141532,0.141532,0.248165,3
C#43732275497048,163,393.31,5,59.63,0.596881,0.177689,0.177689,0.017877,7
C#43840770086815,95,302.15,6,40.86,0.417628,0.157074,0.157074,0.030879,8
C#48344284488786,108,266.64,1,10.37,0.683716,0.029994,0.029994,0.012391,2
C#20454324380478,55,218.16,3,17.21,0.48292,0.102891,0.102891,0.013616,1
C#94357781454702,106,123.83,2,1.47,0.483145,0.12955,0.12955,0.008323,2
C#75409872541461,151,189.42,2,19.38,0.550469,0.254091,0.254091,0.017325,3
C#52941542665375,77,290.3,3,2.7,0.762326,0.283332,0.283332,0.016231,1
C#95199574759131,52,112.99,1,0.9,0.401208,0.119288,0.119288,0.008995,3
C#4423848522875,128,376.47,4,62.55,0.418219,0.202237,0.202237,0.033631,11
C#97665511665681,228,253.7,11,12.1,0.367329,0.528632,0.528632,0.066244,3
C#6542752433757,103,203.96,3,15.78,0.595204,0.188853,0.188853,0.016234,1
C#5409474829416,117,1552.56,8,175.99,0.207138,0.100484,0.100484,0.072804,4
C#6691748508547,197,346.55,7,9.14,0.486105,0.962124,0.962124,0.073851,4
C#20446366874718,89,443.05,5,67.09,0.562508,0.163925,0.163925,0.024724,7
C#90646098878522,177,313.17,5,27.18,0.09255,0.15517,0.15517,0.212881,3
C#67722315779993,145,2091.14,6,199.14,0.446564,0.201293,0.201293,0.052187,4
C#18550212437089,113,193.32,4,8.34,0.363889,0.254508,0.254508,0.012466,2
C#67870826925240,213,185.46,10,21.03,0.497598,0.604089,0.604089,0.045516,3
C#6796079402762,132,147.67,1,1.25,0.602368,0.115718,0.115718,0.015248,1
C#29712481794497,162,212.56,6,12.77,0.30877,0.998875,0.998875,0.063227,2
C#24726667211531,225,253.42,9,3.6,0.467932,0.763407,0.763407,0.037078,3
C#53866262184233,133,213.41,2,17.71,0.539395,0.135313,0.135313,0.018746,2
C#15508306963950,107,235.35,2,18.97,0.415331,0.233398,0.233398,0.010617,1
C#88017316764776,220,118.09,3,27.46,0.135121,0.224305,0.224305,0.319243,3
C#42278943656930,135,65.26,2,1.45,0.464332,0.108554,0.108554,0.01072,3
C#24853265881740,210,278.78,11,10.6,0.156771,0.628507,0.628507,0.070468,4
C#31016531929296,126,239.81,2,13.87,0.548721,0.300662,0.300662,0.014881,1
C#2483183112461,110,128.49,2,1.11,0.708407,0.115142,0.115142,0.006458,3
C#2595276983868,209,343.57,7,13.83,0.463221,0.408745,0.408745,0.05281,3
C#1903624251893,151,180.09,3,9.9,0.578759,0.147611,0.147611,0.008892,1
C#9510688114824,105,123.74,3,15.69,0.471974,0.153483,0.153483,0.015831,2
C#75998873592543,115,77.48,1,1.48,0.521042,0.062156,0.062156,0.007917,2
C#5170480477423,121,511.48,3,39.52,0.59573,0.266933,0.266933,0.025259,8
C#26299827421496,226,245.8,7,13.99,0.453638,0.691116,0.691116,0.022201,3
C#70411259610104,57,77.16,2,1.34,0.266797,0.088076,0.088076,0.010152,2
C#39638076233160,166,149.9,3,12.15,0.351096,0.192753,0.192753,0.021329,2
C#34694758209293,153,246.85,4,13.26,0.132644,0.396888,0.396888,0.415387,3
C#69523535514318,141,357.92,11,15.46,0.242252,0.418713,0.418713,0.046696,4
C#55635940634339,153,129.78,1,1.09,0.212511,0.131163,0.131163,0.006429,2
C#35866054238263,301,308.59,14,8.17,0.362615,0.640945,0.640945,0.057936,3
C#17072965711516,150,282.02,2,11.73,0.608112,0.151917,0.151917,0.014239,2
C#86687269410397,87,238.3,4,15.82,0.353071,0.268657,0.268657,0.019827,3
C#39527090413614,153,216.74,10,12.19,0.299287,0.518608,0.518608,0.076552,3
C#93105688531183,146,424.83,5,27.06,0.702702,0.128756,0.128756,0.024818,5
C#4086413175137,119,190.3,2,17.66,0.478658,0.161589,0.161589,0.012951,2
C#94979427670948,237,111.76,7,8.88,0.649977,0.695307,0.695307,0.050797,5
C#8061789039589,149,414.57,4,50.85,0.210905,0.189116,0.189116,0.02055,11
C#97047553827185,212,346.58,9,11.43,0.449602,0.441394,0.441394,0.058602,4
C#88728400505083,105,1101.15,8,355.48,0.585532,0.19469,0.19469,0.124951,4
C#9976213038575,223,215.41,5,15.99,0.121925,0.201519,0.201519,0.313146,1
C#91273209350888,130,211.24,4,15.91,0.20159,0.081774,0.081774,0.011699,2
C#24157411782848,175,150.67,3,19.26,0.118577,0.227368,0.227368,0.313138,2
C#78769097383767,123,159.33,2,1.28,0.393365,0.148262,0.148262,0.010855,1
C#11271574217246,203,275.31,9,8.23,0.384165,0.753025,0.753025,0.053896,3
C#3740536298128,132,178.94,3,12.65,0.590568,0.130756,0.130756,0.007553,2
C#33354477012806,135,304.64,4,45.87,0.474219,0.145343,0.145343,0.034253,6
C#85499173708902,171,322.3,10,15.06,0.453635,1.130462,1.130462,0.047845,2
C#33742233918064,185,220.78,4,28.71,0.143495,0.299799,0.299799,0.317874,2
C#16155516949717,155,137.41,2,1.35,0.27759,0.116309,0.116309,0.008098,3
C#13368848831453,93,216.14,4,15.96,0.36627,0.19438,0.19438,0.015291,2
C#13701111473862,93,414.7,3,55.84,0.56156,0.195241,0.195241,0.01529,8
C#89162180557191,156,284.7,6,63.03,0.747326,0.236149,0.236149,0.020124,5
C#9374767162645,167,356.85,4,17.85,0.119023,0.235309,0.235309,0.247305,2
C#76323854206444,115,1776.33,5,315.92,0.33965,0.116481,0.116481,0.071237,5
C#47556236969140,136,359.57,4,47.86,0.556555,0.139219,0.139219,0.025166,6
C#48195793149535,178,135.83,2,17.92,0.329502,0.220557,0.220557,0.011409,3
C#89556389480067,215,357.9,3,27.36,0.135084,0.351579,0.351579,0.168738,2
C#79514216270111,91,508.32,4,44.55,0.518005,0.162222,0.162222,0.026756,11
C#38203223144393,150,50.77,9,16.89,0.375861,0.54847,0.54847,0.057823,3
C#18936087563350,181,112.25,3,18.73,0.602675,0.18538,0.18538,0.004125,2
C#27708878112227,217,225.39,6,15.02,0.113115,0.231936,0.231936,0.471169,2
C#54611879015558,196,1967.4,9,305.33,0.282268,0.166665,0.166665,0.042842,3
C#10939331846001,113,334.45,5,71.24,0.529386,0.234947,0.234947,0.021396,12
C#94688651822094,120,65.59,2,1.03,0.350917,0.16444,0.16444,0.010116,2
C#73169374655711,137,217.05,3,9.33,0.634147,0.162662,0.162662,0.016097,3
C#80452759927819,121,308.06,4,14.38,0.630218,0.193518,0.193518,0.003433,3
C#73698772726633,111,245.14,11,9.9,0.345086,0.462133,0.462133,0.075523,2
C#36561003538221,66,295.28,4,39.09,0.541137,0.230353,0.230353,0.025397,9
C#20431283486014,55,316.89,4,20.71,0.163084,0.271926,0.271926,0.24196,2
C#40649769850325,91,319.95,5,55.27,0.244042,0.264449,0.264449,0.027906,4
C#3702163333396,74,191.39,3,18.25,0.407919,0.218351,0.218351,0.016895,2
C#1451632611906,137,188.7,4,19.54,0.709839,0.218391,0.218391,0.009651,1
C#83075413269496,122,141.18,4,16.62,0.658439,0.271173,0.271173,0.016818,2
C#74412690725492,223,365.83,6,16.29,0.320939,0.736704,0.736704,0.0691,2
C#66516174436180,176,1067.04,11,210.93,0.28578,0.123368,0.123368,0.104132,6
C#42165651245191,117,240.65,2,22.95,0.425952,0.157968,0.157968,0.010531,2
C#8102421758760,131,69.77,1,1,0.464491,0.099177,0.099177,0.0072,2
C#77525323762879,83,108.49,1,1.03,0.433968,0.06968,0.06968,0.009681,1
C#50890072743849,95,216.27,1,16.99,0.086333,0.148783,0.148783,0.391485,2
C#59646962836093,241,1366.46,7,342.33,0.36139,0.17628,0.17628,0.118858,8
C#36093571255801,119,93.6,1,0.55,0.3803,0.150009,0.150009,0.012432,2
C#65143994603522,92,153.48,3,7.86,0.231333,0.122177,0.122177,0.012436,2
C#53056007386189,82,227,4,12.19,0.557546,0.087768,0.087768,0.019782,2
C#88521077001515,86,97.32,1,0.86,0.434012,0.144502,0.144502,0.008055,2
C#38536610402248,148,111.66,2,1.03,0.514195,0.071927,0.071927,0.0078,2
C#30330678857508,146,428.67,5,32.75,0.533002,0.212641,0.212641,0.012947,6
C#48863176119930,215,1356.41,9,217.13,0.463486,0.157386,0.157386,0.101825,4
C#20336171411184,218,295.44,5,20.55,0.110092,0.209213,0.209213,0.478292,4
C#51889717961630,167,261.7,9,12.81,0.323235,0.1549,0.1549,0.077589,4
C#86965289814887,112,177.65,3,8.45,0.509021,0.098381,0.098381,0.01418,1
C#75555129534720,110,125.04,2,0.86,0.593408,0.085887,0.085887,0.007026,4
C#25788364732717,116,574.15,4,40.86,0.429665,0.121532,0.121532,0.023983,8
C#43500353012940,202,286.97,5,10.55,0.136541,0.254936,0.254936,0.411001,3
C#95730460281096,143,159.17,3,13.52,0.533828,0.243723,0.243723,0.019001,2
C#58160846979719,140,111.85,1,1.64,0.250126,0.090287,0.090287,0.01017,2
C#64917302839874,184,275.12,6,19.46,0.069271,0.115986,0.115986,0.318793,4
C#47229617663148,134,270.27,2,8.5,0.427908,0.280581,0.280581,0.01358,3
C#50026333870497,177,267.8,2,17.89,0.624401,0.198833,0.198833,0.012983,1
C#93474910711759,162,2053.6,6,149.28,0.455967,0.071733,0.071733,0.091674,4
C#29558413405361,196,260.2,4,29.56,0.136013,0.286739,0.286739,0.368082,3
C#17353933101392,135,1125.84,12,195.75,0.178751,0.071449,0.071449,0.115746,6
C#28950420637341,166,290.4,2,10.71,0.194473,0.149306,0.149306,0.015483,2
C#72120035658415,89,76.28,2,1.38,0.311807,0.092731,0.092731,0.009796,2
C#62760695178047,125,127.91,1,1.89,0.412249,0.08282,0.08282,0.01026,2
C#64688358202888,42,417.08,5,25.71,0.081785,0.395597,0.395597,0.400281,2
C#77301799512161,233,385.03,15,8.75,0.370694,0.672505,0.672505,0.042614,4
C#37453898619611,213,252.43,5,14.3,0.502379,0.346349,0.346349,0.056889,3
C#37178372112908,249,221.34,3,18.1,0.071703,0.250135,0.250135,0.464032,3
C#16653909081604,108,334.41,4,17.14,0.519211,0.236363,0.236363,0.012522,2
C#66145941405950,192,318.02,2,19.11,0.116131,0.237081,0.237081,0.36028,3
C#71158163059414,195,230.78,5,31.64,0.585833,0.126522,0.126522,0.036029,7
C#37683088792570,150,356.15,3,14.89,0.381257,0.63722,0.63722,0.073172,3
C#56881303552756,101,151.91,4,14.42,0.096519,0.14674,0.14674,0.389081,3
C#70609614433475,177,103.11,2,1.09,0.467282,0.132134,0.132134,0.009529,2
C#691584146209,96,185.66,4,15.55,0.485843,0.189229,0.189229,0.015756,3
C#4609912410930,159,244.49,5,10.82,0.217776,0.236369,0.236369,0.015497,3
C#87657915556952,152,183.07,3,14.51,0.515759,0.168625,0.168625,0.009002,2
C#92595882422775,76,305.13,3,50.82,0.037002,0.196892,0.196892,0.02589,1
C#89082335535347,101,103.69,1,0.66,0.422429,0.139093,0.139093,0.011558,1
C#2844040703768,154,273.09,2,13.99,0.554428,0.155456,0.155456,0.006821,2
C#66404823642720,194,2297.33,10,289.01,0.598023,0.231332,0.231332,0.100174,5
C#95999836992276,135,158.21,3,27.06,0.368097,0.184491,0.184491,0.0341,5
C#20524172386764,202,423.73,5,23.49,0.087808,0.144502,0.144502,0.517305,3
C#78012571622682,112,278.03,4,13.1,0.369777,0.272575,0.272575,0.018,3
C#27072452583884,126,113.68,1,1.24,0.380323,0.094831,0.094831,0.010737,2
C#4306758256369,132,184.95,5,7.83,0.417432,0.546646,0.546646,0.051775,3
C#54425090598656,213,322.68,2,22.79,0.095477,0.149213,0.149213,0.290951,2
C#48717407951658,121,165.4,3,13.1,0.671814,0.201834,0.201834,0.019017,1
C#44476039026019,253,181.93,4,13.98,0.133326,0.146122,0.146122,0.22709,3
C#52294149003940,137,176.55,4,21.32,0.542622,0.228016,0.228016,0.004732,2
C#45219741523489,207,1462.35,5,288.43,0.484905,0.094951,0.094951,0.063081,4
C#96852093738851,49,114.17,1,0.9,0.415513,0.135728,0.135728,0.009594,3
C#33642053788657,210,137.97,2,14.14,0.565387,0.213704,0.213704,0.015897,2
C#45696532217339,243,935.3,9,176.32,0.38104,0.110653,0.110653,0.084341,3
C#78364808022778,188,317.81,5,31.5,0.31236,0.152869,0.152869,0.01583,7
C#65866614372009,84,159.34,4,11.75,0.447077,0.161602,0.161602,0.013224,2
C#48305154332060,122,195.21,3,15.1,0.338608,0.220874,0.220874,0.018591,1
C#31910422960586,113,445.3,4,42.39,0.582502,0.188617,0.188617,0.026509,6
C#28655129859275,207,396.6,4,21.78,0.142008,0.281572,0.281572,0.237143,4
C#57866643125442,123,98.79,1,0.98,0.40989,0.147992,0.147992,0.009478,1
C#74237962937259,231,390.3,4,15.79,0.096066,0.237215,0.237215,0.344842,2
C#31920270322229,144,200.72,2,11.61,0.30284,0.132283,0.132283,0.009946,2
C#64072868007834,84,122.8,1,1.01,0.495644,0.076378,0.076378,0.00855,2
C#23568290321201,189,1608.92,11,171.35,0.574558,0.178754,0.178754,0.096387,5
C#11008480099955,143,165.66,5,13.09,0.41534,0.157636,0.157636,0.012488,2
C#54244686187401,240,288.61,11,7.69,0.348457,0.648047,0.648047,0.067828,4
C#73280610533767,151,543.21,2,56.92,0.76672,0.153329,0.153329,0.016267,8
C#82802868680663,193,108.39,2,1.42,0.294949,0.087064,0.087064,0.010689,2
C#23614513912390,85,165.55,4,48.91,0.48451,0.174576,0.174576,0.023126,11
C#97787590934656,125,476.47,4,49.75,0.502819,0.238349,0.238349,0.027762,7
C#71471207597842,135,121.23,1,1.29,0.540382,0.15807,0.15807,0.009419,2
C#51360889588573,85,352.8,11,14.51,0.519025,0.753782,0.753782,0.052755,4
C#80389082632534,154,243.03,2,9.84,0.436368,0.184316,0.184316,0.014151,1
C#12542406687355,102,113.55,1,1.45,0.619164,0.114675,0.114675,0.007868,3
C#84636712074675,68,155.14,2,1.84,0.291271,0.089734,0.089734,0.001034,3
C#70368237488115,282,303.87,11,10.11,0.305032,0.593618,0.593618,0.045725,2
C#75300383997780,283,161.52,7,17.57,0.305047,0.487712,0.487712,0.063623,4
C#42545428227647,236,224.11,6,15.12,0.487761,0.438828,0.438828,0.07044,3
C#35859093046527,109,239.84,3,19.83,0.658807,0.104552,0.104552,0.01321,2
C#35829376583231,125,187.29,3,17.71,0.376268,0.247122,0.247122,0.01022,0
C#53182639888503,206,473.5,11,13.2,0.629336,0.352037,0.352037,0.076109,3
C#76274532413762,255,343.98,5,8.79,0.586665,0.455814,0.455814,0.057162,3
C#50626090679832,131,252.98,4,11.77,0.266081,0.093873,0.093873,0.008706,2
C#67226911197232,144,284.65,6,37.6,0.544797,0.151144,0.151144,0.018825,7
C#73436062787232,144,227.89,3,16.32,0.434991,0.198069,0.198069,0.016701,2
C#58731457120196,139,288.22,12,10.77,0.255703,0.619518,0.619518,0.063001,4
C#42455770080850,82,183.94,4,11.1,0.623206,0.153725,0.153725,0.014384,2
C#13721798435681,155,223.59,3,15.68,0.250732,0.170498,0.170498,0.021578,2
C#37883503374645,105,269.95,6,56.17,0.51944,0.318682,0.318682,0.033815,5
C#41261464014976,123,177.03,3,9.38,0.384731,0.149352,0.149352,0.009794,2
C#25017585430077,166,352.8,4,13.49,0.089723,0.334656,0.334656,0.381652,4
C#54174951178940,222,270.65,2,22.73,0.067123,0.343412,0.343412,0.464798,2
C#42352673622362,153,208.69,4,23.17,0.082526,0.261139,0.261139,0.413723,2
C#9216181490195,104,124.65,2,20.75,0.539214,0.239985,0.239985,0.014483,1
C#36738052186528,154,269.64,6,42.88,0.595535,0.227698,0.227698,0.041359,11
C#50718799247305,301,321.09,9,12.62,0.532998,0.600632,0.600632,0.05254,3
C#4449254477510,208,218.81,5,12.71,0.086043,0.218155,0.218155,0.357275,3
C#51560693188895,80,45.4,1,1.21,0.241779,0.129294,0.129294,0.008965,2
C#52246973347987,248,270.43,4,17.91,0.178897,0.383094,0.383094,0.247141,3
C#20231243870769,154,247.53,3,21.02,0.124459,0.269038,0.269038,0.354777,4
C#36931272642206,153,235.47,3,10.55,0.472953,0.070719,0.070719,0.011378,2
C#61849275483502,156,234.05,10,15.14,0.546534,0.556115,0.556115,0.089474,4
C#59679890971841,272,333.68,13,7.63,0.416027,0.553367,0.553367,0.040568,3
C#37927466339775,112,248.51,4,8.06,0.342922,0.312701,0.312701,0.009925,2
C#12461030924353,222,434.58,7,9.18,0.318251,0.790221,0.790221,0.057976,3
C#30319520323817,249,335.37,11,12.39,0.350949,0.849708,0.849708,0.040321,3
C#65788861409504,113,537.32,2,24.91,0.48308,0.186085,0.186085,0.023491,5
C#44875653947766,137,333.25,3,6.51,0.100055,0.230393,0.230393,0.344529,3
C#84399079930342,84,301.31,4,30.06,0.409573,0.233308,0.233308,0.02432,6
C#28371705228071,138,213.64,2,11.08,0.406844,0.211319,0.211319,0.019997,3
C#47777670454154,237,254.34,5,17.69,0.125117,0.185648,0.185648,0.553682,3
C#17641747254462,122,115.41,1,1.65,0.41486,0.147829,0.147829,0.011023,3
C#64865745072748,154,92.59,1,1.42,0.290799,0.097731,0.097731,0.011053,2
C#66469213811185,101,77.93,1,1.56,0.570576,0.104846,0.104846,0.00938,2
C#10998511019583,105,148.13,1,1.35,0.4071,0.093942,0.093942,0.011894,3
C#69273422331054,236,320.8,3,25.18,0.119607,0.269785,0.269785,0.328746,3
C#49690489837815,76,54.38,2,1.62,0.587416,0.063321,0.063321,0.012114,2
C#64931652458500,99,386.85,4,52.76,0.312996,0.20614,0.20614,0.020802,4
C#5621529996028,37,365.61,7,42.16,0.767095,0.156254,0.156254,0.022585,6
C#53957602043942,224,245.94,4,15.96,0.160042,0.166948,0.166948,0.305401,3
C#91315927064079,150,266.78,4,13.74,0.360617,0.083964,0.083964,0.010581,1
C#21354577911414,128,203.31,3,12.71,0.407201,0.2512,0.2512,0.019334,3
C#1164229278678,154,293.79,3,17.68,0.137199,0.174798,0.174798,0.447164,4
C#81661250843946,102,201.45,2,17.33,0.436123,0.203468,0.203468,0.014933,2
C#96239078939438,142,176.59,4,14.08,0.302863,0.161179,0.161179,0.016221,2
C#2540324189624,188,517.32,3,50.97,0.292763,0.104161,0.104161,0.033108,7
C#29014779328896,198,254.7,4,25.76,0.144198,0.40536,0.40536,0.294308,2
C#81082885094758,142,158.97,2,19.62,0.115542,0.409909,0.409909,0.372264,3
C#59530963840777,106,173.12,3,3.54,0.415036,0.162495,0.162495,0.021012,1
C#78531562336105,316,218,3,27.21,0.136124,0.248475,0.248475,0.408851,2
C#57053051505618,122,142.45,3,16.38,0.582588,0.166687,0.166687,0.015103,1
C#31905039092263,161,336.47,4,27.67,0.096475,0.203682,0.203682,0.44085,2
C#32988189478344,252,267.65,3,24.33,0.12297,0.353748,0.353748,0.544419,3
C#7781139723627,109,538.46,4,29.61,0.662765,0.300354,0.300354,0.020289,7
C#35642570810966,111,439.91,6,72.28,0.382037,0.221186,0.221186,0.016171,12
C#4818820582910,134,1926.35,6,127.28,0.480934,0.073688,0.073688,0.060547,6
C#71779595773015,186,407.63,9,12.52,0.338421,0.296209,0.296209,0.056146,4
C#73727263814511,143,187.45,4,11.75,0.320413,0.18747,0.18747,0.010795,3
C#25844419594190,155,262.11,12,14.05,0.325763,0.636772,0.636772,0.071931,3
C#74079752301339,69,127.72,2,0.92,0.508836,0.084551,0.084551,0.009949,1
C#40224853970697,111,128.06,2,1.04,0.387851,0.136464,0.136464,0.012971,2
C#97099846447114,104,483.7,7,58.71,0.428021,0.215209,0.215209,0.024533,8
C#8703245486346,101,102.76,3,16.37,0.460883,0.07129,0.07129,0.014861,3
C#17571637274799,125,208.43,3,15.2,0.42276,0.114733,0.114733,0.0139,3
C#76857020305096,128,245.15,4,9.4,0.426578,0.271744,0.271744,0.020015,1
C#35724099145837,80,384.01,3,18.85,0.122734,0.269447,0.269447,0.301914,3
C#83876288453080,154,138.66,2,1.63,0.488705,0.146492,0.146492,0.008153,2
C#60064035959016,119,383.81,4,53.32,0.590612,0.160005,0.160005,0.022678,8
C#34013562810760,28,94.34,1,1.43,0.618988,0.089989,0.089989,0.011328,1
C#7000483452921,179,169,3,21.98,0.09123,0.178262,0.178262,0.477403,2
C#24871065266093,132,154.38,4,28.23,0.143325,0.333153,0.333153,0.457021,5
C#11302516374979,186,568.76,6,43.05,0.486842,0.180972,0.180972,0.030155,7
C#96280709049414,103,248.84,2,7.63,0.405278,0.155224,0.155224,0.012669,2
C#21606820732666,96,114.92,1,1.36,0.747274,0.140907,0.140907,0.009093,2
C#43098859879429,198,401,4,16.08,0.11463,0.172452,0.172452,0.556807,4
C#18331158089766,149,289.98,8,14.4,0.554978,0.354932,0.354932,0.040573,3
C#25691337031592,83,340.46,4,34.89,0.438612,0.199896,0.199896,0.014788,7
C#36718526620353,130,245.19,4,8.48,0.376443,0.097947,0.097947,0.014153,2
C#65796402141714,127,97.97,1,1.04,0.444518,0.069952,0.069952,0.005246,2
C#67012049818244,105,213.37,3,15.07,0.373589,0.142008,0.142008,0.014893,1
C#46409834770205,160,1320.89,7,227.75,0.499882,0.109607,0.109607,0.131982,3
C#6978535847437,55,126.79,2,8.55,0.320937,0.092314,0.092314,0.011917,3
C#39369985670487,146,166.91,4,13.54,0.381301,0.139829,0.139829,0.015782,2
C#62296150171007,80,146.03,3,16.31,0.51194,0.195661,0.195661,0.009263,2
C#96134158929809,67,515.86,3,40.88,0.463259,0.160947,0.160947,0.035173,8
C#62376828092673,122,488.8,4,61.8,0.529002,0.163162,0.163162,0.026513,7
C#54168975965194,95,90.78,1,1.1,0.590297,0.130429,0.130429,0.008148,2
C#19583619449986,92,377.33,4,55.4,0.440852,0.166641,0.166641,0.030161,11
C#55626908449021,189,259.09,4,19.63,0.350218,0.074289,0.074289,0.016603,2
C#35006046092948,79,73.99,4,10.52,0.542257,0.184897,0.184897,0.011328,2
C#54065109905672,167,276.67,3,18.3,0.085974,0.186889,0.186889,0.417319,2
C#46797689731712,135,273.83,3,13.6,0.708269,0.239564,0.239564,0.011253,2
C#90527924178840,101,133.72,4,13.2,0.418286,0.191983,0.191983,0.019128,2
C#61954435466990,125,305.65,6,59.61,0.478213,0.147547,0.147547,0.035555,10
C#86582839803996,183,897.03,6,264.35,0.391649,0.030471,0.030471,0.073315,4
C#30444246977682,111,355.35,5,49.01,0.385491,0.188171,0.188171,0.019846,7
C#82980655638398,122,216.82,2,13.19,0.462173,0.15489,0.15489,0.010267,3
C#8313059645228,135,1988.7,3,351.95,0.299889,0.106982,0.106982,0.050494,3
C#37349255164877,129,477.67,3,46.43,0.50808,0.208296,0.208296,0.025284,10
C#8653504416603,51,57.64,1,1.54,0.399821,0.084211,0.084211,0.00666,3
C#66351492122545,132,63.74,1,0.83,0.21789,0.096124,0.096124,0.012137,2
C#1583615255078,116,135.21,2,1.58,0.284048,0.098339,0.098339,0.008265,3
C#27624222606173,126,361.3,4,20.01,0.091009,0.266512,0.266512,0.352059,3
C#82927483286948,76,93.13,1,0.88,0.383893,0.09337,0.09337,0.007573,2
C#53625320638663,122,1121.4,8,293.69,0.355193,0.120426,0.120426,0.07685,3
C#15337808951833,61,65.15,2,1.53,0.381254,0.085473,0.085473,0.009221,1
C#11971672175475,175,276.29,4,9.81,0.737578,0.187595,0.187595,0.016551,2
C#41030676627690,225,266.96,4,27.39,0.091651,0.171749,0.171749,0.534389,4
C#9271002200988,222,359.95,10,10.27,0.531203,0.739392,0.739392,0.051705,3
C#34941396976793,120,196.29,3,9.78,0.457725,0.224101,0.224101,0.011612,3
C#4051606915652,276,284.52,6,9.58,0.254756,0.783989,0.783989,0.070989,3
C#95005204996677,66,116.21,3,15.71,0.596572,0.201657,0.201657,0.011264,2
C#1343840732768,174,310.27,10,11.9,0.296823,0.591452,0.591452,0.064587,4
C#21094927255224,118,181.7,3,19.55,0.715841,0.223917,0.223917,0.016403,1
C#36720556152811,83,110.47,3,15.43,0.580114,0.204234,0.204234,0.014458,1
C#90605834812720,170,212.51,3,11.47,0.310048,0.097215,0.097215,0.011733,2
C#35025111451403,73,241.54,4,25.33,0.14373,0.377523,0.377523,0.302933,2
C#1551693498207,182,55.01,2,0.9,0.66191,0.142734,0.142734,0.005415,2
C#90757838220704,140,168.91,4,15.08,0.352911,0.096287,0.096287,0.011738,3
C#81754128950304,161,365.62,2,33.72,0.631099,0.144834,0.144834,0.024199,5
C#60058352375390,135,209.29,4,14,0.600241,0.223559,0.223559,0.018973,2
C#87724931277155,148,629.61,4,52.12,0.369647,0.238044,0.238044,0.018326,8
C#47516076900125,173,63.69,5,9.19,0.516572,0.149526,0.149526,0.014728,2
C#16948058838962,220,325.79,6,8.22,0.272306,0.64641,0.64641,0.068914,3
C#31849154852336,101,431.65,3,61.91,0.721336,0.058974,0.058974,0.010066,9
C#36518455423368,152,260.39,4,17.13,0.382891,0.26173,0.26173,0.008891,2
C#9079278374572,120,320.79,4,51.76,0.60596,0.266324,0.266324,0.02177,9
C#34438305840871,295,238.07,8,14.47,0.452901,0.830287,0.830287,0.051027,3
C#47747005375332,115,288.9,5,50.86,0.422323,0.129859,0.129859,0.0247,9
C#38289643996906,122,269.63,10,13.29,0.390526,0.307055,0.307055,0.086068,4
C#36549172532107,198,239.69,4,12.38,0.695269,0.18952,0.18952,0.013134,2
C#80165635208950,99,369.04,5,28.71,0.174191,0.312985,0.312985,0.196791,2
C#56194823067404,142,187.46,3,19.54,0.09307,0.26703,0.26703,0.396098,3
C#30374645643676,215,266.5,5,11.29,0.528349,0.173818,0.173818,0.014125,2
C#35033487971620,78,135.04,2,0.54,0.679334,0.081656,0.081656,0.005461,3
C#87866679283106,160,143.86,4,11.94,0.512289,0.199452,0.199452,0.011625,3
C#15601329778702,200,389.4,10,9.9,0.338543,0.815835,0.815835,0.078686,4
C#26250041483656,154,291.51,3,16.81,0.624362,0.227899,0.227899,0.017658,2
C#87767890103129,128,55.55,1,1.3,0.809378,0.075503,0.075503,0.00652,2
C#70369236679593,107,232.48,2,13.62,0.539954,0.220859,0.220859,0.012252,2
C#43692735023889,151,224.83,4,17.86,0.50888,0.172057,0.172057,0.015067,2
C#53379414948899,152,374.46,4,48.66,0.597371,0.140951,0.140951,0.023527,9
C#18210411057379,94,144.03,1,17.69,0.334734,0.212868,0.212868,0.014559,2
C#49668131162315,108,63.15,2,0.69,0.470793,0.147858,0.147858,0.009706,2
